# What vanilla's own impact system played during this take.
#
# One row per collision the ragdoll path resolved to a sound, observed at the
# moment of the play rather than modelled afterwards. Times share this take's
# clock: the same t_ms the impacts CSV stamps.
#
# descriptor      the SNDR that fired - the name its wav files are found under
# branch          light = SNAM, heavy = NAM1. Vanilla's own loudness decision,
#                 which it makes on (NAM1 exists && magnitude >= threshold)
# heard           1 = it sounded, 0 = we dropped it and played ours instead
# static_atten_db the descriptor's fixed attenuation, in dB
# db_variance     +/- dB the audio engine rolls per play. NOT the roll itself
# files           how many wavs the descriptor picks between, uniformly
#
# What is deliberately absent: which of `files` was drawn, and what
# db_variance and freq_variance actually rolled. Both happen inside
# BSAudioManager after the sound handle is built and are not readable from
# outside it. A row says "one of N files, at this level, plus or minus this
# much" - it does not say which one, and anything reading it must not pretend
# otherwise.
seq,t_ms,descriptor,descriptor_id,impact_id,branch,heard,sound_level,static_atten_db,db_variance,freq_shift,freq_variance,priority,files,pos_x,pos_y,pos_z
235,39153.383,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-486.946,965.730,-191.650
236,39187.551,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-488.979,930.339,-199.559
237,39346.722,-,00079AEF,00079AF3,heavy,0,1,3.00,3,0,12,64,7,-602.239,941.742,-199.559
238,39400.122,-,440B1D3C,440B1D3E,heavy,0,1,3.00,3,0,12,64,7,-634.219,834.742,-208.938
239,39465.203,-,00079AEF,00079AF3,heavy,0,1,3.00,3,0,12,64,7,-639.603,819.621,-231.319
240,39495.911,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-582.600,862.615,-228.553
241,39560.639,-,440B1D3D,440B1D3E,light,0,1,3.00,3,0,12,64,4,-634.219,886.204,-191.976
242,39627.116,-,00079AEF,00079AF3,heavy,0,1,3.00,3,0,12,64,7,-634.230,889.942,-192.087
243,39661.094,-,00079AEF,00079AF3,heavy,0,1,3.00,3,0,12,64,7,-617.126,831.749,-242.200
244,39728.957,-,440B1D3C,440B1D3E,heavy,0,1,3.00,3,0,12,64,7,-630.729,833.343,-238.636
245,39827.593,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-601.657,832.154,-241.078
246,39996.262,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-544.513,901.250,-213.833
247,40470.052,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-539.861,901.598,-213.711
248,40633.222,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-538.534,895.655,-213.634
249,40798.065,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-539.451,901.654,-213.672
250,40989.604,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-538.616,901.732,-213.648
251,41241.483,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-560.889,868.567,-227.565
252,41398.216,-,00079AEF,00079AF3,heavy,0,1,3.00,3,0,12,64,7,-538.881,895.740,-216.255
253,41524.152,-,00079AEF,00079AF3,heavy,0,1,3.00,3,0,12,64,7,-589.834,809.113,-255.650
254,41560.694,-,00079AEF,00079AF3,heavy,0,1,3.00,3,0,12,64,7,-596.698,831.692,-249.151
255,41687.411,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-571.028,807.285,-255.650
256,41721.054,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-571.921,867.617,-227.782
257,41874.889,-,00079AEF,00079AF3,heavy,0,1,3.00,3,0,12,64,7,-558.530,769.602,-255.650
258,41946.889,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-532.922,767.351,-255.724
259,42037.780,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-588.749,800.513,-255.650
260,42100.871,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-495.890,731.762,-266.546
261,42289.439,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-482.913,674.583,-291.571
262,42465.709,-,00079AEF,00079AF3,heavy,0,1,3.00,3,0,12,64,7,-489.935,639.816,-309.672
263,42482.094,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-433.733,605.821,-318.000
264,42530.304,-,00079AEF,00079AF3,heavy,0,1,3.00,3,0,12,64,7,-500.277,621.055,-319.650
265,42632.527,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-451.428,638.886,-305.601
266,42648.611,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-486.336,579.751,-318.000
267,42785.727,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-474.742,556.706,-319.650
268,42822.093,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-458.622,570.017,-318.000
269,43063.052,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-473.280,502.290,-318.000
270,43063.083,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-473.280,502.290,-319.650
271,43236.071,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-475.693,547.609,-318.000
272,43236.084,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-475.693,547.609,-319.650
273,43396.876,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-446.624,558.574,-318.000
274,43396.891,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-446.624,558.574,-319.650
275,43548.166,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-489.946,550.893,-318.000
276,43577.766,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-487.526,566.389,-319.650
277,43710.327,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-488.300,561.835,-318.000
278,43754.746,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-487.420,535.213,-319.650
279,43875.371,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-483.948,545.915,-318.000
280,44021.063,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-447.031,596.289,-319.650
281,44037.794,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-454.729,530.730,-318.000
282,44388.935,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-454.998,509.973,-318.000
283,44775.914,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-473.154,559.339,-318.000
284,44775.932,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-473.154,559.339,-319.650
285,44950.592,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-437.957,534.574,-318.000
286,45019.995,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-460.404,535.144,-319.650
287,45107.661,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-453.229,513.428,-318.000
288,45187.894,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-463.750,604.422,-319.650
289,45363.517,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-484.345,478.471,-318.000
290,45363.531,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-484.345,478.471,-319.650
291,45554.943,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-503.227,488.477,-318.000
292,45554.962,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-504.580,486.562,-319.650
293,45767.155,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-492.401,449.245,-318.000
294,45876.900,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-457.088,407.578,-319.650
295,45933.360,-,0005A283,0005A285,heavy,0,1,3.00,3,0,12,64,7,-456.723,328.197,-318.000
296,46097.922,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-454.555,349.805,-318.000
297,46726.692,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-378.234,198.091,-318.000
298,46744.622,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-402.924,213.878,-319.650
299,46877.766,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-381.477,249.878,-318.000
300,46895.462,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-447.210,233.667,-319.650
301,47042.883,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-414.873,219.421,-318.000
302,47061.293,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-414.885,218.874,-319.650
303,47198.776,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-414.549,194.581,-318.000
304,47216.646,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-414.520,194.084,-319.650
305,47356.423,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-420.005,217.533,-318.000
306,47374.760,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-421.175,217.766,-319.650
307,47535.027,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-438.164,218.338,-319.650
308,47535.032,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-438.164,218.338,-318.000
309,47758.926,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-416.671,188.167,-319.650
310,47758.931,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-416.671,188.167,-318.000
311,47917.777,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-413.823,190.203,-319.650
312,47917.782,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-413.823,190.203,-318.000
313,48064.701,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-416.053,194.245,-319.650
314,48064.705,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-416.053,194.245,-318.000
315,48295.994,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-388.009,195.732,-318.000
316,48327.116,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-386.351,190.450,-319.650
317,48662.766,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-445.052,199.284,-318.000
318,48866.568,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-467.949,229.724,-318.000
319,48898.247,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-471.810,233.117,-319.650
320,49099.329,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-420.469,226.566,-319.650
321,49099.333,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-420.469,226.566,-318.000
322,49401.008,-,0005A284,0005A285,light,0,1,3.00,3,0,12,64,4,-446.694,228.055,-318.000
323,49418.302,-,00079AF0,00079AF3,light,0,1,3.00,4,0,10,64,4,-447.110,228.326,-319.650
