cut,source,kind,in_ms,out_ms,len_ms,inferred_slot,corr,note
naked_body_sliding_and_scraping_along_ground_dens_variation1-long.wav,"Firefly_audio_naked_body_sliding_and_scraping_along_ground,_dens_variation1.wav",long,0,9982,9982,scrape_loop,0.91,"scrape_loop; full take, not seam-matched"
quick_impact_crushing_of_a_bundle_of_dry_celery_a_variation1-s01.wav,"Firefly_audio_quick_impact,_crushing_of_a_bundle_of_dry_celery_a_variation1.wav",short,90,280,190,crunch_gran,0.95,satellite @710ms -26dB
quick_impact_crushing_of_a_bundle_of_dry_celery_a_variation1-s02.wav,"Firefly_audio_quick_impact,_crushing_of_a_bundle_of_dry_celery_a_variation1.wav",short,270,706,436,crunch_gran,0.95,satellite @710ms -26dB
quick_impact_crushing_of_a_bundle_of_dry_celery_a_variation1-long.wav,"Firefly_audio_quick_impact,_crushing_of_a_bundle_of_dry_celery_a_variation1.wav",long,90,706,616,crunch_gran,0.95,satellite @710ms -26dB
quick_light_tap_of_a_hand_on_packed_earth_one_sof_variation3-s01.wav,"Firefly_audio_quick_light_tap_of_a_hand_on_packed_earth,_one_sof_variation3.wav",short,4,116,112,limb_tap,1.0,
quick_light_tap_of_a_hand_on_packed_earth_one_sof_variation3-s02.wav,"Firefly_audio_quick_light_tap_of_a_hand_on_packed_earth,_one_sof_variation3.wav",short,543,652,109,limb_tap,1.0,
quick_light_tap_of_a_hand_on_packed_earth_one_sof_variation3-s03.wav,"Firefly_audio_quick_light_tap_of_a_hand_on_packed_earth,_one_sof_variation3.wav",short,886,980,94,limb_tap,1.0,
sandbag_full_of_wet_sand_slammed_onto_packed_earth_variation1-s01.wav,Firefly_audio_sandbag_full_of_wet_sand_slammed_onto_packed_earth_variation1.wav,short,14,244,230,imp_body,0.96,
sandbag_full_of_wet_sand_slammed_onto_packed_earth_variation1-s02.wav,Firefly_audio_sandbag_full_of_wet_sand_slammed_onto_packed_earth_variation1.wav,short,231,652,421,imp_body,0.96,
sandbag_full_of_wet_sand_slammed_onto_packed_earth_variation2-s01.wav,Firefly_audio_sandbag_full_of_wet_sand_slammed_onto_packed_earth_variation2.wav,short,27,144,117,imp_body,0.84,satellite @434ms -34dB
sandbag_full_of_wet_sand_slammed_onto_packed_earth_variation2-s02.wav,Firefly_audio_sandbag_full_of_wet_sand_slammed_onto_packed_earth_variation2.wav,short,133,440,307,imp_body,0.84,satellite @434ms -34dB
series_of_light_limb_taps_on_a_hard_floor_five_to_variation1_1-s01.wav,"Firefly_audio_series_of_light_limb_taps_on_a_hard_floor,_five_to_variation1(1).wav",short,20,268,248,limb_tap,1.0,
series_of_light_limb_taps_on_a_hard_floor_five_to_variation1_1-s02.wav,"Firefly_audio_series_of_light_limb_taps_on_a_hard_floor,_five_to_variation1(1).wav",short,239,406,167,limb_tap,1.0,
series_of_light_limb_taps_on_a_hard_floor_five_to_variation1_1-s03.wav,"Firefly_audio_series_of_light_limb_taps_on_a_hard_floor,_five_to_variation1(1).wav",short,394,608,214,limb_tap,1.0,
series_of_light_limb_taps_on_a_hard_floor_five_to_variation1_1-s04.wav,"Firefly_audio_series_of_light_limb_taps_on_a_hard_floor,_five_to_variation1(1).wav",short,606,800,194,limb_tap,1.0,
series_of_light_limb_taps_on_a_hard_floor_five_to_variation1_1-s05.wav,"Firefly_audio_series_of_light_limb_taps_on_a_hard_floor,_five_to_variation1(1).wav",short,856,998,142,limb_tap,1.0,
series_of_light_limb_taps_on_a_hard_floor_five_to_variation1-s01.wav,"Firefly_audio_series_of_light_limb_taps_on_a_hard_floor,_five_to_variation1.wav",short,20,92,72,limb_tap,0.97,
series_of_light_limb_taps_on_a_hard_floor_five_to_variation1-s02.wav,"Firefly_audio_series_of_light_limb_taps_on_a_hard_floor,_five_to_variation1.wav",short,74,192,118,limb_tap,0.97,
series_of_light_limb_taps_on_a_hard_floor_five_to_variation1-s03.wav,"Firefly_audio_series_of_light_limb_taps_on_a_hard_floor,_five_to_variation1.wav",short,379,568,189,limb_tap,0.97,
series_of_light_limb_taps_on_a_hard_floor_five_to_variation1-s04.wav,"Firefly_audio_series_of_light_limb_taps_on_a_hard_floor,_five_to_variation1.wav",short,828,984,156,limb_tap,0.97,
sharp_dry_slap_of_a_heavy_leather_glove_onto_packe_variation1-s01.wav,Firefly_audio_sharp_dry_slap_of_a_heavy_leather_glove_onto_packe_variation1.wav,single,36,242,206,imp_transient,0.99,satellite @264ms -34dB
sharp_dry_slap_of_a_heavy_leather_glove_onto_packe_variation3-s01.wav,Firefly_audio_sharp_dry_slap_of_a_heavy_leather_glove_onto_packe_variation3.wav,single,75,504,429,imp_transient,0.99,satellite @498ms -33dB
sharp_dry_slap_of_a_heavy_leather_glove_onto_packe_variation4-s01.wav,Firefly_audio_sharp_dry_slap_of_a_heavy_leather_glove_onto_packe_variation4.wav,single,10,374,364,imp_transient,0.99,
side_of_raw_meat_dropped_flat_onto_a_bare_wooden_f_variation2-s01.wav,Firefly_audio_side_of_raw_meat_dropped_flat_onto_a_bare_wooden_f_variation2.wav,single,133,398,265,imp_body,1.0,
side_of_raw_meat_dropped_flat_onto_a_bare_wooden_f_variation3-s01.wav,Firefly_audio_side_of_raw_meat_dropped_flat_onto_a_bare_wooden_f_variation3.wav,single,222,422,200,imp_body,0.99,
single_hard_knuckle_crack_against_a_wooden_board_variation1-s01.wav,"Firefly_audio_single_hard_knuckle_crack_against_a_wooden_board,__variation1.wav",short,32,162,130,imp_transient,0.99,
single_hard_knuckle_crack_against_a_wooden_board_variation1-s02.wav,"Firefly_audio_single_hard_knuckle_crack_against_a_wooden_board,__variation1.wav",short,878,984,106,imp_transient,0.99,
single_hollow_knock_on_a_thick_wooden_plank_floor_variation1-s01.wav,"Firefly_audio_single_hollow_knock_on_a_thick_wooden_plank_floor,_variation1.wav",single,9,344,335,surf_wood,1.0,
single_hollow_knock_on_a_thick_wooden_plank_floor_variation3-s01.wav,"Firefly_audio_single_hollow_knock_on_a_thick_wooden_plank_floor,_variation3.wav",short,20,360,340,surf_wood,1.0,
single_hollow_knock_on_a_thick_wooden_plank_floor_variation3-s02.wav,"Firefly_audio_single_hollow_knock_on_a_thick_wooden_plank_floor,_variation3.wav",short,321,680,359,surf_wood,1.0,
single_hollow_knock_on_a_thick_wooden_plank_floor_variation3-s03.wav,"Firefly_audio_single_hollow_knock_on_a_thick_wooden_plank_floor,_variation3.wav",short,675,942,267,surf_wood,1.0,
single_hollow_knock_on_a_thick_wooden_plank_floor_variation4-s01.wav,"Firefly_audio_single_hollow_knock_on_a_thick_wooden_plank_floor,_variation4.wav",short,15,220,205,surf_wood,0.81,
single_hollow_knock_on_a_thick_wooden_plank_floor_variation4-s02.wav,"Firefly_audio_single_hollow_knock_on_a_thick_wooden_plank_floor,_variation4.wav",short,650,936,286,surf_wood,0.81,
small_dull_knock_of_a_knee_hitting_packed_dirt_qu_variation3_1-s01.wav,"Firefly_audio_small_dull_knock_of_a_knee_hitting_packed_dirt,_qu_variation3(1).wav",single,519,780,261,limb_tap,1.0,
small_dull_knock_of_a_knee_hitting_packed_dirt_qu_variation3-s01.wav,"Firefly_audio_small_dull_knock_of_a_knee_hitting_packed_dirt,_qu_variation3.wav",short,22,286,264,limb_tap,1.0,
small_dull_knock_of_a_knee_hitting_packed_dirt_qu_variation3-s02.wav,"Firefly_audio_small_dull_knock_of_a_knee_hitting_packed_dirt,_qu_variation3.wav",short,481,744,263,limb_tap,1.0,
small_sandbag_of_damp_sand_dropped_onto_packed_ear_variation1-s01.wav,Firefly_audio_small_sandbag_of_damp_sand_dropped_onto_packed_ear_variation1.wav,single,29,208,179,imp_body,0.98,satellite @202ms -31dB
small_sandbag_of_damp_sand_dropped_onto_packed_ear_variation2-s01.wav,Firefly_audio_small_sandbag_of_damp_sand_dropped_onto_packed_ear_variation2.wav,single,6,190,184,imp_body,0.98,
small_sandbag_of_dropped_onto_packed_earth_quiet_variation2-s01.wav,"Firefly_audio_small_sandbag_of_dropped_onto_packed_earth,_quiet__variation2.wav",single,50,264,214,imp_body,1.0,satellite @258ms -32dB
soft_scuff_tap_of_a_boot_heel_clipping_stone_shor_variation1-s01.wav,"Firefly_audio_soft_scuff_tap_of_a_boot_heel_clipping_stone,_shor_variation1.wav",single,572,660,88,limb_tap,1.0,
soft_scuff_tap_of_a_boot_heel_clipping_stone_shor_variation4-s01.wav,"Firefly_audio_soft_scuff_tap_of_a_boot_heel_clipping_stone,_shor_variation4.wav",single,514,594,80,limb_tap,1.0,satellite @166ms -26dB; satellite @588ms -28dB
twisting_a_handful_of_raw_chicken_bones_and_gristl_variation1-s01.wav,Firefly_audio_twisting_a_handful_of_raw_chicken_bones_and_gristl_variation1.wav,short,330,398,68,crunch_gran,0.95,satellite @234ms -30dB
twisting_a_handful_of_raw_chicken_bones_and_gristl_variation1-s02.wav,Firefly_audio_twisting_a_handful_of_raw_chicken_bones_and_gristl_variation1.wav,short,388,858,470,crunch_gran,0.95,satellite @234ms -30dB
twisting_a_handful_of_raw_chicken_bones_and_gristl_variation1-long.wav,Firefly_audio_twisting_a_handful_of_raw_chicken_bones_and_gristl_variation1.wav,long,330,858,528,crunch_gran,0.95,satellite @234ms -30dB
twisting_a_handful_of_raw_chicken_bones_and_gristl_variation2-s01.wav,Firefly_audio_twisting_a_handful_of_raw_chicken_bones_and_gristl_variation2.wav,single,308,624,316,crunch_gran,0.94,satellite @192ms -30dB; satellite @882ms -31dB
twisting_a_handful_of_raw_chicken_bones_and_gristl_variation4-s01.wav,Firefly_audio_twisting_a_handful_of_raw_chicken_bones_and_gristl_variation4.wav,single,48,584,536,crunch_gran,0.95,satellite @600ms -25dB; satellite @686ms -24dB; satellite @780ms -30dB; satellite @856ms -28dB
weighted_leather_duffel_bag_dropped_hard_onto_a_st_variation2-s01.wav,Firefly_audio_weighted_leather_duffel_bag_dropped_hard_onto_a_st_variation2.wav,single,34,360,326,imp_body,0.95,satellite @368ms -31dB
weighted_leather_duffel_bag_dropped_hard_onto_a_st_variation4-s01.wav,Firefly_audio_weighted_leather_duffel_bag_dropped_hard_onto_a_st_variation4.wav,single,122,376,254,imp_body,0.99,satellite @370ms -28dB
wet_squelch_of_raw_meat_and_offal_squeezed_hard_t_variation1-s01.wav,"Firefly_audio_wet_squelch_of_raw_meat_and_offal_squeezed_hard,_t_variation1.wav",short,40,200,160,gore_wet,0.94,
wet_squelch_of_raw_meat_and_offal_squeezed_hard_t_variation1-s02.wav,"Firefly_audio_wet_squelch_of_raw_meat_and_offal_squeezed_hard,_t_variation1.wav",short,190,370,180,gore_wet,0.94,
wet_squelch_of_raw_meat_and_offal_squeezed_hard_t_variation1-long.wav,"Firefly_audio_wet_squelch_of_raw_meat_and_offal_squeezed_hard,_t_variation1.wav",long,40,370,330,gore_wet,0.94,
wet_squelch_of_raw_meat_and_offal_squeezed_hard_t_variation3-s01.wav,"Firefly_audio_wet_squelch_of_raw_meat_and_offal_squeezed_hard,_t_variation3.wav",single,22,218,196,gore_wet,0.73,satellite @350ms -27dB; satellite @504ms -26dB
bone_crack_impact_composite-s01.wav,bone_crack_impact-composite.wav,short,18,378,360,imp_body,1.0,satellite @512ms -30dB
bone_crack_impact_composite-s02.wav,bone_crack_impact-composite.wav,short,368,518,150,imp_body,1.0,satellite @512ms -30dB
bone_crack_impact_composite-long.wav,bone_crack_impact-composite.wav,long,18,518,500,imp_body,1.0,satellite @512ms -30dB
crunsh_gran_or_gore_split_at_half_has_two_sound-s01.wav,crunsh_gran_or gore-split-at-half-has-two-sound.wav,short,66,274,208,,0.96,satellite @624ms -29dB; satellite @822ms -27dB
crunsh_gran_or_gore_split_at_half_has_two_sound-s02.wav,crunsh_gran_or gore-split-at-half-has-two-sound.wav,short,366,498,132,,0.96,satellite @624ms -29dB; satellite @822ms -27dB
crunsh_gran_or_gore_split_at_half_has_two_sound-s03.wav,crunsh_gran_or gore-split-at-half-has-two-sound.wav,short,528,616,88,,0.96,satellite @624ms -29dB; satellite @822ms -27dB
crunsh_gran_or_gore_split_at_half_has_two_sound-s04.wav,crunsh_gran_or gore-split-at-half-has-two-sound.wav,short,714,828,114,,0.96,satellite @624ms -29dB; satellite @822ms -27dB
crunsh_gran_or_gore_split_at_half_has_two_sound-s05.wav,crunsh_gran_or gore-split-at-half-has-two-sound.wav,short,874,948,74,,0.96,satellite @624ms -29dB; satellite @822ms -27dB
crunsh_gran_or_gore_split_at_half_has_two_sound-long.wav,crunsh_gran_or gore-split-at-half-has-two-sound.wav,long,66,948,882,,0.96,satellite @624ms -29dB; satellite @822ms -27dB
limb_tap-s01.wav,limb_tap.wav,single,22,236,214,limb_tap,1.0,
